Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
2000,RAJASTHAN,UDAIPUR,299.67,5879,1663,0.282871237,0.223834857,1.830292833,25.87675789
2001,RAJASTHAN,UDAIPUR,1127.3,6272,7038,1.122130102,0.204971053,8.088185752,24.30065729
2002,RAJASTHAN,UDAIPUR,254.64,3683,880,0.23893565,0.207349431,-0.845646751,24.63358002
2003,RAJASTHAN,UDAIPUR,1189.29,5141,6070,1.180704143,0.219288212,0.400255613,25.18874082
2004,RAJASTHAN,UDAIPUR,758.44,5564,4165,0.748562185,0.213383418,5.395056117,24.32143261
2005,RAJASTHAN,UDAIPUR,783.65,5785,4477,0.773898012,0.219199047,9.396348064,25.11330565
2006,RAJASTHAN,UDAIPUR,938,6175,5725,0.927125506,0.215731113,10.29814031,24.49076387
2007,RAJASTHAN,UDAIPUR,775.34,5759,4256,0.73901719,0.218149071,14.02309572,25.23211774
2008,RAJASTHAN,UDAIPUR,727.23,3689,2013,0.545676335,0.209029805,4.078198231,25.21900537
2009,RAJASTHAN,UDAIPUR,718.15,4253,2594,0.609922408,0.215670127,5.323636012,24.68545784
2010,RAJASTHAN,UDAIPUR,1172.07,4881,5269,1.079491907,0.204079087,0.79776496,24.23026298
2011,RAJASTHAN,UDAIPUR,1110.24,90453.54513,207673.2601,1110.24,0.226237154,-0.307689055,24.53476178
2012,RAJASTHAN,UDAIPUR,1097.17,90453.54513,207673.2601,1097.17,0.20701007,7.104003037,24.72309146
2013,RAJASTHAN,UDAIPUR,1226.4,90453.54513,207673.2601,1226.4,0.224641292,2.081785108,25.17463521
2014,RAJASTHAN,UDAIPUR,1158.6,90453.54513,207673.2601,1158.6,0.211016748,12.12303861,24.89078965
2015,RAJASTHAN,UDAIPUR,1023.02,90453.54513,207673.2601,1023.02,0.215372807,-1.350786054,24.99945338
2016,RAJASTHAN,UDAIPUR,1197.52,90453.54513,207673.2601,1197.52,0.208403172,8.392908634,24.90516406
2017,RAJASTHAN,UDAIPUR,1210.68,90453.54513,207673.2601,1210.68,0.203192863,0.932446411,25.15360912
1966,PUNJAB,GURDASPUR,1087.29,90453.54513,207673.2601,1087.29,0.195905213,1.858900271,24.63029412
1967,PUNJAB,GURDASPUR,1301.37,90453.54513,207673.2601,1301.37,0.202799576,8.656702931,24.81294459
1968,PUNJAB,GURDASPUR,1381.5,90453.54513,207673.2601,1381.5,0.210113729,2.581740424,24.74468714
1969,PUNJAB,GURDASPUR,1407.51,90453.54513,207673.2601,1407.51,0.215471609,3.382222267,24.51152179
1970,PUNJAB,GURDASPUR,1645.57,90453.54513,207673.2601,1645.57,0.22345661,1.900350787,25.23635326
1971,PUNJAB,GURDASPUR,1686.75,90453.54513,207673.2601,1686.75,0.208895243,14.88629156,25.22582059
1972,PUNJAB,GURDASPUR,1634.15,90453.54513,207673.2601,1634.15,0.20453321,2.87371105,25.33339401
1973,PUNJAB,GURDASPUR,1823.53,90453.54513,207673.2601,1823.53,0.198925669,6.218903692,24.34864988
1974,PUNJAB,GURDASPUR,1569.89,90453.54513,207673.2601,1569.89,0.218153454,4.951574604,24.90590418
1975,PUNJAB,GURDASPUR,2252.63,90453.54513,207673.2601,2252.63,0.227184762,7.068227914,25.27668313
1976,PUNJAB,GURDASPUR,2134.63,90453.54513,207673.2601,2134.63,0.22601612,2.88745787,25.48194782
1977,PUNJAB,GURDASPUR,2307.09,90453.54513,207673.2601,2307.09,0.220452145,4.957056432,23.97618382
1978,PUNJAB,GURDASPUR,2235.29,90453.54513,207673.2601,2235.29,0.21973825,7.93090265,24.72905652
1979,PUNJAB,GURDASPUR,2115.94,90453.54513,207673.2601,2115.94,0.230329055,1.646106915,24.6358915
1980,PUNJAB,GURDASPUR,2049.65,90453.54513,207673.2601,2049.65,0.216673632,11.40774939,25.52591989
1981,PUNJAB,GURDASPUR,2419.12,90453.54513,207673.2601,2419.12,0.219814114,11.8885452,23.6258247
1982,PUNJAB,GURDASPUR,2437.04,90453.54513,207673.2601,2437.04,0.210144979,8.993605736,24.20684129
1983,PUNJAB,GURDASPUR,2659.42,90453.54513,207673.2601,2659.42,0.199732384,6.310524523,25.44701592
1984,PUNJAB,GURDASPUR,2777.03,90453.54513,207673.2601,2777.03,0.206514328,-8.991864636,24.49563966
1985,PUNJAB,GURDASPUR,2705.88,90453.54513,207673.2601,2705.88,0.213261227,8.082598268,24.07976967
1986,PUNJAB,GURDASPUR,2685.19,90453.54513,207673.2601,2685.19,0.213960671,4.004490579,25.48651818
1987,PUNJAB,GURDASPUR,2206.45,90453.54513,207673.2601,2206.45,0.232615676,4.729770548,24.01459226
1988,PUNJAB,GURDASPUR,2234.94,90453.54513,207673.2601,2234.94,0.214165589,-3.525744048,25.24151764
1989,PUNJAB,GURDASPUR,2666.67,90453.54513,207673.2601,2666.67,0.225141252,8.429085034,23.95037154
1990,PUNJAB,GURDASPUR,2549.13,90453.54513,207673.2601,2549.13,0.209002045,-1.281762629,24.00923395
1991,PUNJAB,GURDASPUR,2674.29,90453.54513,207673.2601,2674.29,0.210236058,6.553265335,24.83057027
1992,PUNJAB,GURDASPUR,2604.4,90453.54513,207673.2601,2604.4,0.200062741,10.48443001,24.30634508
1993,PUNJAB,GURDASPUR,2659.46,90453.54513,207673.2601,2659.46,0.205929537,3.614501698,24.86666714
1994,PUNJAB,GURDASPUR,2689.47,90453.54513,207673.2601,2689.47,0.218622631,12.04140123,25.63152206
1995,PUNJAB,GURDASPUR,2471.2,90453.54513,207673.2601,2471.2,0.213428419,2.226190714,24.65299266
1996,PUNJAB,GURDASPUR,2758.06,90453.54513,207673.2601,2758.06,0.222782204,8.963307989,25.54439327
1997,PUNJAB,GURDASPUR,2813.19,181000,509000,2.812154696,0.215165357,-0.562786152,24.89264549
1998,PUNJAB,GURDASPUR,2786.1,187000,465000,2.486631016,0.20982828,11.11679478,25.20843582
1999,PUNJAB,GURDASPUR,2833.33,198000,561000,2.833333333,0.234835786,10.34109452,23.55388319
2000,PUNJAB,GURDASPUR,2979.06,191000,569000,2.979057592,0.212413782,8.30293222,25.04865196
2001,PUNJAB,GURDASPUR,2943.3,194000,571000,2.943298969,0.224982827,3.994721922,24.9718814
2002,PUNJAB,GURDASPUR,2894.18,189000,547000,2.894179894,0.209340725,-1.048860512,24.55046498
2003,PUNJAB,GURDASPUR,3041.45,193000,587000,3.041450777,0.220448812,4.007941029,25.67826506
2004,PUNJAB,GURDASPUR,3173.27,202000,641000,3.173267327,0.222632974,11.51267848,24.48389542
2005,PUNJAB,GURDASPUR,3105.26,190000,590000,3.105263158,0.215437737,6.610951963,23.9260625
2006,PUNJAB,GURDASPUR,3164.18,201000,636000,3.164179104,0.189807988,-1.804042043,25.12147813
2007,PUNJAB,GURDASPUR,3230.37,191000,617000,3.230366492,0.213535342,0.337504408,24.01866145
2008,PUNJAB,GURDASPUR,3298.51,201000,663000,3.298507463,0.225657418,12.22689961,24.76879301
2009,PUNJAB,GURDASPUR,3137.25,204000,640000,3.137254902,0.218627626,8.400706366,25.40043174
2010,PUNJAB,GURDASPUR,3455.88,204000,705000,3.455882353,0.217811206,-0.208857999,24.97973877
2011,PUNJAB,GURDASPUR,3721.54,201000,649000,3.228855721,0.196130248,-2.868014876,24.60680552
2012,PUNJAB,GURDASPUR,3074.63,174000,542000,3.114942529,0.206148267,2.835931932,24.55493649
2013,PUNJAB,GURDASPUR,2896.04,173000,507000,2.930635838,0.217466394,-3.295650935,25.36317092
2014,PUNJAB,GURDASPUR,2594.06,173000,452000,2.612716763,0.21745665,5.181970155,24.12054212
2015,PUNJAB,GURDASPUR,2896.55,90453.54513,207673.2601,2896.55,0.225499485,18.21926946,25.11802714
2016,PUNJAB,GURDASPUR,3123.15,90453.54513,207673.2601,3123.15,0.21190415,-2.023637774,25.82730399
2017,PUNJAB,GURDASPUR,3573.53,90453.54513,207673.2601,3573.53,0.217411058,5.031014289,25.00221799
1966,PUNJAB,AMRITSAR,1336.34,90453.54513,207673.2601,1336.34,0.21351656,12.52077548,24.61149042
1967,PUNJAB,AMRITSAR,1430.62,90453.54513,207673.2601,1430.62,0.20348339,9.706581896,24.65046691
1968,PUNJAB,AMRITSAR,1558.62,90453.54513,207673.2601,1558.62,0.190794904,5.217439031,24.49030942
1969,PUNJAB,AMRITSAR,1658.35,90453.54513,207673.2601,1658.35,0.217662914,5.229399254,24.40497707
1970,PUNJAB,AMRITSAR,1955.06,90453.54513,207673.2601,1955.06,0.215092289,0.181593693,24.78938746
1971,PUNJAB,AMRITSAR,2104.17,90453.54513,207673.2601,2104.17,0.207171067,4.622863755,25.07024187
1972,PUNJAB,AMRITSAR,1892.47,90453.54513,207673.2601,1892.47,0.197161087,7.178346176,25.53588635
1973,PUNJAB,AMRITSAR,2217.74,90453.54513,207673.2601,2217.74,0.219650212,11.48671032,23.75222962
1974,PUNJAB,AMRITSAR,1885.71,90453.54513,207673.2601,1885.71,0.210693617,2.860264487,23.51097631
1975,PUNJAB,AMRITSAR,2294.64,90453.54513,207673.2601,2294.64,0.218921565,5.011966965,25.54553932
1976,PUNJAB,AMRITSAR,2234.82,90453.54513,207673.2601,2234.82,0.231993303,1.215075201,24.75906799
1977,PUNJAB,AMRITSAR,2735.1,90453.54513,207673.2601,2735.1,0.191938509,7.087768503,24.78525399
1978,PUNJAB,AMRITSAR,2802.2,90453.54513,207673.2601,2802.2,0.206356809,9.880039856,24.9811475
1979,PUNJAB,AMRITSAR,2203.21,90453.54513,207673.2601,2203.21,0.211259061,9.109382672,24.63706977
1980,PUNJAB,AMRITSAR,1775.51,90453.54513,207673.2601,1775.51,0.227901079,0.110207228,25.7180779
1981,PUNJAB,AMRITSAR,2106.06,90453.54513,207673.2601,2106.06,0.196988787,6.695458652,24.97641397
1982,PUNJAB,AMRITSAR,2176.17,90453.54513,207673.2601,2176.17,0.232711428,2.574579964,24.5066995
1983,PUNJAB,AMRITSAR,2338.16,90453.54513,207673.2601,2338.16,0.214711376,11.01639268,24.55140831
1984,PUNJAB,AMRITSAR,2682.03,90453.54513,207673.2601,2682.03,0.212392811,5.154578991,24.65873409
1985,PUNJAB,AMRITSAR,2809.52,90453.54513,207673.2601,2809.52,0.21137222,-1.636424086,24.3419467
1986,PUNJAB,AMRITSAR,2652.89,90453.54513,207673.2601,2652.89,0.208990187,4.862129077,25.57524329
1987,PUNJAB,AMRITSAR,2200,90453.54513,207673.2601,2200,0.223833985,8.253505451,24.79247881
1988,PUNJAB,AMRITSAR,2400.78,90453.54513,207673.2601,2400.78,0.20266761,7.181172921,24.14524931
1989,PUNJAB,AMRITSAR,2952.55,90453.54513,207673.2601,2952.55,0.216806959,3.402162537,24.93310064
1990,PUNJAB,AMRITSAR,2752.69,90453.54513,207673.2601,2752.69,0.209511001,3.034775656,25.4500211
1991,PUNJAB,AMRITSAR,2750,90453.54513,207673.2601,2750,0.205731483,1.023620614,25.26090779
1992,PUNJAB,AMRITSAR,2797.91,90453.54513,207673.2601,2797.91,0.239212569,3.987394503,24.35059437
1993,PUNJAB,AMRITSAR,2927.34,90453.54513,207673.2601,2927.34,0.217543325,1.682747772,24.17596396
1994,PUNJAB,AMRITSAR,3090.6,90453.54513,207673.2601,3090.6,0.219485473,10.81157254,25.44416075
1995,PUNJAB,AMRITSAR,2898.03,90453.54513,207673.2601,2898.03,0.224730585,1.455455651,23.91834443
1996,PUNJAB,AMRITSAR,3055.36,90453.54513,207673.2601,3055.36,0.199139318,6.572564917,24.91595839
1997,PUNJAB,AMRITSAR,3010.27,292000,879000,3.010273973,0.230875736,6.232662122,24.44623696
1998,PUNJAB,AMRITSAR,2875.41,305000,878000,2.878688525,0.188263246,10.68947984,25.38732113
1999,PUNJAB,AMRITSAR,3106.92,319000,991000,3.106583072,0.205665153,11.40798405,24.20313249
2000,PUNJAB,AMRITSAR,3047.02,319000,972000,3.047021944,0.208762501,9.440992321,24.33226514
2001,PUNJAB,AMRITSAR,3003.13,319000,958000,3.003134796,0.219170051,7.725784321,25.03901386
2002,PUNJAB,AMRITSAR,2826.37,311000,879000,2.826366559,0.21554,0.717911874,25.12825754
2003,PUNJAB,AMRITSAR,2674.85,326000,872000,2.674846626,0.21168467,0.616792166,25.41029801
2004,PUNJAB,AMRITSAR,3095.81,334000,1034000,3.095808383,0.213232844,1.732688506,24.96696318
2005,PUNJAB,AMRITSAR,2907.25,345000,1003000,2.907246377,0.203572587,9.720747603,24.90524191
2006,PUNJAB,AMRITSAR,2997.15,178000,538000,3.02247191,0.198380493,6.327792246,25.25505768
2007,PUNJAB,AMRITSAR,3108.88,178000,546000,3.06741573,0.220617934,10.30442881,24.04519497
2008,PUNJAB,AMRITSAR,3002.84,183000,532000,2.907103825,0.220289878,10.97515628,24.29067391
2009,PUNJAB,AMRITSAR,2887.96,185000,501000,2.708108108,0.229197761,2.331383103,24.08710133
2010,PUNJAB,AMRITSAR,2801.68,186000,503000,2.704301075,0.205452646,6.121514243,23.3876555
2011,PUNJAB,AMRITSAR,2722.69,184000,482000,2.619565217,0.220280969,5.896174211,25.15157848
2012,PUNJAB,AMRITSAR,3140.11,185000,544000,2.940540541,0.21051575,4.322204157,25.44534217
2013,PUNJAB,AMRITSAR,3097.49,182000,518000,2.846153846,0.225257567,3.286928332,25.00849709
2014,PUNJAB,AMRITSAR,2918.99,182000,505000,2.774725275,0.223572445,11.88492012,24.92053668
2015,PUNJAB,AMRITSAR,2832.87,90453.54513,207673.2601,2832.87,0.215464911,6.221001238,24.77298083
2016,PUNJAB,AMRITSAR,3245.9,90453.54513,207673.2601,3245.9,0.209957516,6.026866548,24.75807153
2017,PUNJAB,AMRITSAR,3966.85,90453.54513,207673.2601,3966.85,0.222962139,1.947254231,25.57811132
1966,PUNJAB,KAPURTHALA,1397.85,90453.54513,207673.2601,1397.85,0.219821863,9.337204757,25.50509209
1967,PUNJAB,KAPURTHALA,1523.81,90453.54513,207673.2601,1523.81,0.206508413,0.935605101,24.43798432
1968,PUNJAB,KAPURTHALA,1563.79,90453.54513,207673.2601,1563.79,0.200074831,8.235670249,25.28490078
1969,PUNJAB,KAPURTHALA,1701.24,90453.54513,207673.2601,1701.24,0.210467488,8.372289405,25.34521334
1970,PUNJAB,KAPURTHALA,2037.04,90453.54513,207673.2601,2037.04,0.228506955,3.898567358,25.05569627
1971,PUNJAB,KAPURTHALA,2275.86,90453.54513,207673.2601,2275.86,0.224817689,7.549403011,24.92428996
1972,PUNJAB,KAPURTHALA,2607.14,90453.54513,207673.2601,2607.14,0.202229543,6.8894904,24.90713608
1973,PUNJAB,KAPURTHALA,2310.34,90453.54513,207673.2601,2310.34,0.201675243,5.764339481,23.98949243
1974,PUNJAB,KAPURTHALA,2633.33,90453.54513,207673.2601,2633.33,0.226099656,6.025862506,23.94515794
1975,PUNJAB,KAPURTHALA,2741.94,90453.54513,207673.2601,2741.94,0.201996458,6.270051721,25.1221453
1976,PUNJAB,KAPURTHALA,2593.52,90453.54513,207673.2601,2593.52,0.218445771,6.610700968,24.18030997
1977,PUNJAB,KAPURTHALA,2833.33,90453.54513,207673.2601,2833.33,0.207192105,6.262352762,24.03585692
1978,PUNJAB,KAPURTHALA,2982.76,90453.54513,207673.2601,2982.76,0.229523267,0.441821654,23.69276436
1979,PUNJAB,KAPURTHALA,2590.91,90453.54513,207673.2601,2590.91,0.205648569,5.20008785,24.49264608
1980,PUNJAB,KAPURTHALA,2984.85,90453.54513,207673.2601,2984.85,0.224786433,7.285885611,24.9176677
1981,PUNJAB,KAPURTHALA,3114.29,90453.54513,207673.2601,3114.29,0.215201404,6.447586248,24.95796001
1982,PUNJAB,KAPURTHALA,2913.04,90453.54513,207673.2601,2913.04,0.215874766,10.7298939,25.15579716
1983,PUNJAB,KAPURTHALA,3027.4,90453.54513,207673.2601,3027.4,0.193649732,9.061575552,24.53475027
1984,PUNJAB,KAPURTHALA,3233.77,90453.54513,207673.2601,3233.77,0.191323684,1.60909493,24.78413916
1985,PUNJAB,KAPURTHALA,2914.63,90453.54513,207673.2601,2914.63,0.211147158,5.128007065,25.15340864
1986,PUNJAB,KAPURTHALA,3190,90453.54513,207673.2601,3190,0.215821878,4.404459338,24.96248862
1987,PUNJAB,KAPURTHALA,3116.28,90453.54513,207673.2601,3116.28,0.202100839,5.939400172,24.43806505
1988,PUNJAB,KAPURTHALA,1833.33,90453.54513,207673.2601,1833.33,0.202465883,5.946235606,24.8803221
1989,PUNJAB,KAPURTHALA,3521.28,90453.54513,207673.2601,3521.28,0.218967544,9.018750951,23.7383839
1990,PUNJAB,KAPURTHALA,2845.36,90453.54513,207673.2601,2845.36,0.218981362,6.847784421,24.73056114
1991,PUNJAB,KAPURTHALA,2927.84,90453.54513,207673.2601,2927.84,0.211975407,12.11386763,24.4212986
1992,PUNJAB,KAPURTHALA,3051.55,90453.54513,207673.2601,3051.55,0.221154835,7.166158293,25.48978796
1993,PUNJAB,KAPURTHALA,3225.49,90453.54513,207673.2601,3225.49,0.201610794,1.808190003,24.24188755
1994,PUNJAB,KAPURTHALA,3188.12,90453.54513,207673.2601,3188.12,0.209793468,3.624739504,24.7888389
1995,PUNJAB,KAPURTHALA,2637.25,90453.54513,207673.2601,2637.25,0.229831593,8.980087959,24.51608323
1996,PUNJAB,KAPURTHALA,3052.63,90453.54513,207673.2601,3052.63,0.214036039,-2.109698718,24.45138707
1997,PUNJAB,KAPURTHALA,2990,97000,290000,2.989690722,0.214615942,-0.768259469,24.91916555
1998,PUNJAB,KAPURTHALA,3171.72,99000,314000,3.171717172,0.236412283,6.014628641,24.52139794
1999,PUNJAB,KAPURTHALA,3490,100000,319000,3.19,0.199359396,10.7157532,25.65649486
2000,PUNJAB,KAPURTHALA,3475.73,103000,358000,3.475728155,0.221317121,12.49631976,23.74320315
2001,PUNJAB,KAPURTHALA,3466.67,103000,357000,3.466019417,0.22999268,4.87561387,25.046085
2002,PUNJAB,KAPURTHALA,3549.02,102000,362000,3.549019608,0.210104238,11.26528604,24.68810223
2003,PUNJAB,KAPURTHALA,3471.15,104000,361000,3.471153846,0.221949125,6.322482154,24.70534169
2004,PUNJAB,KAPURTHALA,4028.57,105000,423000,4.028571429,0.203532622,-1.695932306,24.88156086
2005,PUNJAB,KAPURTHALA,3907.41,108000,422000,3.907407407,0.206485493,5.920759923,25.22937598
2006,PUNJAB,KAPURTHALA,3763.64,110000,414000,3.763636364,0.217202481,2.866601982,24.86303613
2007,PUNJAB,KAPURTHALA,3890.91,110000,428000,3.890909091,0.221338484,10.55229701,25.23116459
2008,PUNJAB,KAPURTHALA,3754.39,114000,428000,3.754385965,0.224562182,5.832766303,24.75370062
2009,PUNJAB,KAPURTHALA,3930.43,115000,452000,3.930434783,0.229049103,-0.428422928,24.21344476
2010,PUNJAB,KAPURTHALA,3889.83,118000,460000,3.898305085,0.212678352,-1.53743145,24.68592765
2011,PUNJAB,KAPURTHALA,3669.49,118000,433000,3.669491525,0.225288935,5.856242818,25.30696259
2012,PUNJAB,KAPURTHALA,3803.42,117000,445000,3.803418803,0.209929769,-6.139944752,24.52515899
2013,PUNJAB,KAPURTHALA,3854.7,117000,451000,3.854700855,0.22237373,3.370316156,24.1890978
2014,PUNJAB,KAPURTHALA,3752.14,117000,439000,3.752136752,0.215427705,7.116294234,25.04022685
2015,PUNJAB,KAPURTHALA,4016.95,90453.54513,207673.2601,4016.95,0.217809596,0.676060085,24.89880537
2016,PUNJAB,KAPURTHALA,4093.22,90453.54513,207673.2601,4093.22,0.217587896,10.93107839,24.34506276
2017,PUNJAB,KAPURTHALA,4347.46,90453.54513,207673.2601,4347.46,0.197305767,11.91617535,24.61397079
1966,PUNJAB,JALANDHAR,1341.46,90453.54513,207673.2601,1341.46,0.202111599,0.877637841,24.63966414
1967,PUNJAB,JALANDHAR,1555.56,90453.54513,207673.2601,1555.56,0.214378232,4.470921734,24.73369058
1968,PUNJAB,JALANDHAR,1382.11,90453.54513,207673.2601,1382.11,0.196480027,10.93460836,25.05378246
1969,PUNJAB,JALANDHAR,1694.92,90453.54513,207673.2601,1694.92,0.221664928,5.954604934,24.52789798
1970,PUNJAB,JALANDHAR,1571.43,90453.54513,207673.2601,1571.43,0.222068377,-1.011250286,25.07962176
1971,PUNJAB,JALANDHAR,2083.33,90453.54513,207673.2601,2083.33,0.216624523,5.244537262,24.46375498
1972,PUNJAB,JALANDHAR,2241.38,90453.54513,207673.2601,2241.38,0.202141477,1.696500993,25.56365331
1973,PUNJAB,JALANDHAR,2777.78,90453.54513,207673.2601,2777.78,0.227154207,11.50213209,25.5744265
1974,PUNJAB,JALANDHAR,2333.33,90453.54513,207673.2601,2333.33,0.233724924,8.990803077,24.30229645
1975,PUNJAB,JALANDHAR,2709.68,90453.54513,207673.2601,2709.68,0.214823586,4.392357879,24.11774858
1976,PUNJAB,JALANDHAR,2936.71,90453.54513,207673.2601,2936.71,0.218458171,6.671882668,25.21960351
1977,PUNJAB,JALANDHAR,3057.69,90453.54513,207673.2601,3057.69,0.215370204,-0.57946528,24.85944134
1978,PUNJAB,JALANDHAR,3273.97,90453.54513,207673.2601,3273.97,0.218656509,2.192255312,25.00633371
1979,PUNJAB,JALANDHAR,2937.5,90453.54513,207673.2601,2937.5,0.21215723,13.72753854,24.40312201
1980,PUNJAB,JALANDHAR,2954.55,90453.54513,207673.2601,2954.55,0.213007175,6.228715868,24.66427261
1981,PUNJAB,JALANDHAR,3119.57,90453.54513,207673.2601,3119.57,0.222409993,10.61157163,24.55808252
1982,PUNJAB,JALANDHAR,3505.38,90453.54513,207673.2601,3505.38,0.236809059,7.121208047,24.8826001
1983,PUNJAB,JALANDHAR,3126.21,90453.54513,207673.2601,3126.21,0.199352105,12.53255182,24.1076396
1984,PUNJAB,JALANDHAR,3563.64,90453.54513,207673.2601,3563.64,0.212314692,-4.033045058,24.68083238
1985,PUNJAB,JALANDHAR,3504.07,90453.54513,207673.2601,3504.07,0.201548212,5.020054685,24.10261039
1986,PUNJAB,JALANDHAR,3568.18,90453.54513,207673.2601,3568.18,0.229273066,14.18505084,24.47271772
1987,PUNJAB,JALANDHAR,3195.31,90453.54513,207673.2601,3195.31,0.207475438,10.74200978,24.6818257
1988,PUNJAB,JALANDHAR,2800,90453.54513,207673.2601,2800,0.198920809,12.5880039,24.98421647
1989,PUNJAB,JALANDHAR,3546.67,90453.54513,207673.2601,3546.67,0.219734687,5.927319637,25.02565973
1990,PUNJAB,JALANDHAR,3139.24,90453.54513,207673.2601,3139.24,0.230795928,3.275610528,25.11095702
1991,PUNJAB,JALANDHAR,3433.12,90453.54513,207673.2601,3433.12,0.219988796,0.825320306,23.98910458
1992,PUNJAB,JALANDHAR,3422.08,90453.54513,207673.2601,3422.08,0.215400796,0.476502147,25.36254281
1993,PUNJAB,JALANDHAR,3643.75,90453.54513,207673.2601,3643.75,0.217444227,9.996445416,24.40809988
1994,PUNJAB,JALANDHAR,3437.13,90453.54513,207673.2601,3437.13,0.227501224,8.527197857,24.44460381
1995,PUNJAB,JALANDHAR,3150.12,90453.54513,207673.2601,3150.12,0.204610825,5.628275358,24.86487338
1996,PUNJAB,JALANDHAR,3423.68,90453.54513,207673.2601,3423.68,0.212234346,8.502095879,24.56199888
1997,PUNJAB,JALANDHAR,3348.87,126000,422000,3.349206349,0.208825916,6.6734014,24.91141252
1998,PUNJAB,JALANDHAR,3254.97,134000,436000,3.253731343,0.201674164,10.77223111,25.00419589
1999,PUNJAB,JALANDHAR,3486.9,133000,464000,3.488721805,0.210069065,10.72457638,24.34891178
2000,PUNJAB,JALANDHAR,3548.79,136000,488000,3.588235294,0.224430028,0.631772102,24.63863658
2001,PUNJAB,JALANDHAR,3337.91,132000,445000,3.371212121,0.219018839,7.329372542,24.65344113
2002,PUNJAB,JALANDHAR,3687.18,133000,495000,3.721804511,0.219795922,-2.383191146,25.2096359
2003,PUNJAB,JALANDHAR,3415.79,138000,465000,3.369565217,0.214817573,6.626246295,24.49791817
2004,PUNJAB,JALANDHAR,3757.21,145000,538000,3.710344828,0.218586055,8.982664003,24.47615187
2005,PUNJAB,JALANDHAR,3484.49,151000,526000,3.483443709,0.205346914,-0.607454119,24.21969063
2006,PUNJAB,JALANDHAR,3577.15,147000,514000,3.496598639,0.210257718,3.878828928,24.27574261
2007,PUNJAB,JALANDHAR,3745.63,149000,554000,3.718120805,0.21527286,6.008774491,24.05519674
2008,PUNJAB,JALANDHAR,3844.95,155000,588000,3.793548387,0.216127976,7.130717187,24.37896771
2009,PUNJAB,JALANDHAR,3984.01,161000,636000,3.950310559,0.216554696,4.568124089,25.52728211
2010,PUNJAB,JALANDHAR,3674.31,163000,588000,3.607361963,0.211969465,0.099701843,25.07595328
2011,PUNJAB,JALANDHAR,3608.45,165000,583000,3.533333333,0.209578583,5.691106595,25.36917278
2012,PUNJAB,JALANDHAR,3849.23,165000,625000,3.787878788,0.24493053,-2.30007523,24.25542424
2013,PUNJAB,JALANDHAR,3575.36,167000,596000,3.568862275,0.22242069,4.797935422,23.75663422
2014,PUNJAB,JALANDHAR,3736.23,167000,616000,3.688622754,0.217484292,3.754274536,24.88869061
2015,PUNJAB,JALANDHAR,3954.7,90453.54513,207673.2601,3954.7,0.211020732,5.289814238,25.65729855
2016,PUNJAB,JALANDHAR,4151.02,90453.54513,207673.2601,4151.02,0.208840629,3.164532718,24.48783175
2017,PUNJAB,JALANDHAR,4272.74,90453.54513,207673.2601,4272.74,0.212044811,-1.577261586,24.78140779
1966,PUNJAB,HOSHIARPUR,1035.86,90453.54513,207673.2601,1035.86,0.216281106,4.129426002,23.94573203
1967,PUNJAB,HOSHIARPUR,1200,90453.54513,207673.2601,1200,0.194548462,10.61524323,24.74460282
1968,PUNJAB,HOSHIARPUR,1118.64,90453.54513,207673.2601,1118.64,0.197658921,12.26844662,24.66800572
1969,PUNJAB,HOSHIARPUR,1385.14,90453.54513,207673.2601,1385.14,0.206983993,18.157814,23.68397743
1970,PUNJAB,HOSHIARPUR,1580.65,90453.54513,207673.2601,1580.65,0.215424212,14.41939465,24.21183143
1971,PUNJAB,HOSHIARPUR,1918.92,90453.54513,207673.2601,1918.92,0.210960086,-0.023547028,24.17213454
